,index,methods,Length
47,103558,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
48,104101,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
49,107525,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
50,107844,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
51,107845,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
52,107876,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
53,113149,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
54,114551,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
55,114552,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
56,115929,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
57,118295,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
58,120543,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
59,121508,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
60,122202,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
61,123824,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
62,123825,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
63,124405,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
64,126482,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
65,126483,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
66,126516,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
67,126545,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
68,126613,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
69,126619,"['xigema_check', 'sameperiod_seven_point_check_method', 'dynamic_threshold']",3
70,126620,"['xigema_check', 'sameperiod_seven_point_check_method', 'dynamic_threshold']",3
71,126622,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
72,127543,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
73,132036,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
74,132662,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
75,134064,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
76,135313,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
77,140530,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
78,140895,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
79,141803,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
80,142293,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
