,index,methods,Length
99,93545,"['seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
100,93549,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
101,93552,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
102,93557,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
103,93560,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
104,93566,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
105,93570,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
106,93571,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
107,93573,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
108,93574,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
109,93575,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
110,93578,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
111,93580,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
112,93581,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
113,93582,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
114,93586,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
115,93587,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
116,93588,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
117,93589,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
118,93590,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
119,93591,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
120,93593,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
121,93595,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
122,93596,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
123,93598,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
124,93599,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
125,93600,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
126,93604,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
127,93605,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
128,93609,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
129,93610,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
130,93612,"['xigema_check', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
131,93614,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
132,93616,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
133,93618,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
134,93624,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
135,93625,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
136,93627,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
137,93628,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
138,93629,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
139,93630,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
140,93631,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
141,93632,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
142,93633,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
143,93634,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
144,93635,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
145,93638,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
146,93641,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
147,93643,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
148,93645,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
149,93646,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
150,93647,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
151,93648,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
152,93650,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
153,93651,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
154,93652,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
155,93654,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
156,93656,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
157,93657,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
158,93658,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
159,93659,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
160,93660,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
161,93661,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
162,93662,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
163,93663,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
164,93664,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
165,93666,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
166,93667,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
167,93668,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
168,93669,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
169,93671,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
170,93672,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
171,93673,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
172,93674,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
173,93676,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
174,93677,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
175,93678,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
176,93680,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
177,93682,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
178,93683,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
179,93684,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
180,93686,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
181,93687,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
182,93689,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
183,93690,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
184,93694,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
185,93695,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
186,93696,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
187,93697,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
188,93703,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
189,93704,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
190,93707,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
191,93709,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
192,93710,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
193,93711,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
194,93712,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
195,93713,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
196,93714,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
197,93715,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
198,93716,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
199,93717,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
200,93722,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
201,93725,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
202,93730,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
203,93731,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
204,93732,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
205,93736,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
206,93743,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
207,93751,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
208,93755,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
209,93759,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
210,93760,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
211,93763,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
212,93764,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
213,93768,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
214,93770,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
215,93771,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
216,93772,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
217,93775,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
218,93776,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
219,93779,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
220,93786,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
221,93787,"['xigema_check', 'amplitude_check_method', 'dynamic_threshold']",3
222,93788,"['xigema_check', 'seven_check_method', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",5
223,93790,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
224,93794,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
225,93796,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
226,93797,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
227,93798,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
228,93799,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
229,93801,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
230,93802,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
231,93803,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
232,93809,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
233,93810,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
234,93817,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
235,93820,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
236,93821,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
237,93823,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
238,93824,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
239,93828,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
240,93829,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
241,93830,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
242,93831,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
243,93833,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
244,93840,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
245,93857,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
246,93858,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
247,93859,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
248,93861,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
249,93864,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
250,93865,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
251,93868,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
252,93877,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
253,93879,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
254,93885,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
255,93890,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
256,93896,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
257,93900,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
258,93906,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
259,93910,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
260,93911,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
261,93931,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
262,93934,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
263,93938,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
264,93944,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
265,93948,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
266,93951,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
267,93957,"['xigema_check', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
268,93958,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
269,93961,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
270,93964,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
271,93965,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
272,93969,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
273,93970,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
274,93984,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
275,93989,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
276,93990,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
277,93991,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
278,93993,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
279,94002,"['xigema_check', 'sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",4
280,94003,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
281,94005,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
282,94006,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
283,94007,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
284,94014,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
285,94016,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
286,94021,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
287,94023,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
288,94025,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
289,94027,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
290,94029,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
291,94039,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
292,94049,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
293,94052,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
294,94053,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
295,94055,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
296,94058,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
297,94061,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
298,94063,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
299,94068,"['sameperiod_seven_point_check_method', 'amplitude_check_method', 'dynamic_threshold']",3
